police_district,analysis_neighborhood,month,incident_count,normalized_incidents,month_encoded,cluster
BAYVIEW,Bayview Hunters Point,2023-01,47,-0.15076731508002342,1,2
BAYVIEW,Bayview Hunters Point,2023-02,75,-0.07994265332276931,2,3
BAYVIEW,Bayview Hunters Point,2023-03,64,-0.1077666275845477,3,3
BAYVIEW,Bayview Hunters Point,2023-04,79,-0.06982484450030443,4,3
BAYVIEW,Bayview Hunters Point,2023-05,80,-0.06729539229468823,5,3
BAYVIEW,Bayview Hunters Point,2023-06,90,-0.04200087023852604,6,1
BAYVIEW,Bayview Hunters Point,2023-07,91,-0.03947141803290982,7,1
BAYVIEW,Bayview Hunters Point,2023-08,89,-0.04453032244414226,8,1
BAYVIEW,Bayview Hunters Point,2023-09,102,-0.011647443771131426,9,1
BAYVIEW,Bayview Hunters Point,2023-10,93,-0.03441251362167739,10,1
BAYVIEW,Bayview Hunters Point,2023-11,84,-0.05717758347222335,11,1
BAYVIEW,Bayview Hunters Point,2023-12,77,-0.07488374891153687,12,3
BAYVIEW,Bernal Heights,2023-01,0,-0.26965156874398566,1,0
BAYVIEW,Bernal Heights,2023-02,0,-0.26965156874398566,2,0
BAYVIEW,Bernal Heights,2023-03,0,-0.26965156874398566,3,0
BAYVIEW,Bernal Heights,2023-04,0,-0.26965156874398566,4,0
BAYVIEW,Bernal Heights,2023-05,0,-0.26965156874398566,5,0
BAYVIEW,Bernal Heights,2023-06,0,-0.26965156874398566,6,0
BAYVIEW,Bernal Heights,2023-07,0,-0.26965156874398566,7,0
BAYVIEW,Bernal Heights,2023-08,0,-0.26965156874398566,8,0
BAYVIEW,Bernal Heights,2023-09,1,-0.2671221165383694,9,0
BAYVIEW,Bernal Heights,2023-10,0,-0.26965156874398566,10,0
BAYVIEW,Bernal Heights,2023-11,0,-0.26965156874398566,11,0
BAYVIEW,Bernal Heights,2023-12,0,-0.26965156874398566,12,0
BAYVIEW,Excelsior,2023-01,5,-0.25700430771590455,1,0
BAYVIEW,Excelsior,2023-02,7,-0.25194540330467213,2,0
BAYVIEW,Excelsior,2023-03,8,-0.2494159510990559,3,0
BAYVIEW,Excelsior,2023-04,9,-0.2468864988934397,4,4
BAYVIEW,Excelsior,2023-05,8,-0.2494159510990559,5,0
BAYVIEW,Excelsior,2023-06,7,-0.25194540330467213,6,0
BAYVIEW,Excelsior,2023-07,6,-0.25447485551028837,7,0
BAYVIEW,Excelsior,2023-08,2,-0.26459266433275325,8,0
BAYVIEW,Excelsior,2023-09,4,-0.2595337599215208,9,0
BAYVIEW,Excelsior,2023-10,11,-0.24182759448220725,10,4
BAYVIEW,Excelsior,2023-11,15,-0.23170978565974237,11,4
BAYVIEW,Excelsior,2023-12,11,-0.24182759448220725,12,4
BAYVIEW,McLaren Park,2023-01,7,-0.25194540330467213,1,0
BAYVIEW,McLaren Park,2023-02,8,-0.2494159510990559,2,0
BAYVIEW,McLaren Park,2023-03,8,-0.2494159510990559,3,0
BAYVIEW,McLaren Park,2023-04,4,-0.2595337599215208,4,0
BAYVIEW,McLaren Park,2023-05,5,-0.25700430771590455,5,0
BAYVIEW,McLaren Park,2023-06,8,-0.2494159510990559,6,0
BAYVIEW,McLaren Park,2023-07,10,-0.2443570466878235,7,4
BAYVIEW,McLaren Park,2023-08,6,-0.25447485551028837,8,0
BAYVIEW,McLaren Park,2023-09,11,-0.24182759448220725,9,4
BAYVIEW,McLaren Park,2023-10,6,-0.25447485551028837,10,0
BAYVIEW,McLaren Park,2023-11,1,-0.2671221165383694,11,0
BAYVIEW,McLaren Park,2023-12,19,-0.22159197683727752,12,4
BAYVIEW,Portola,2023-01,28,-0.19882690698673156,1,2
BAYVIEW,Portola,2023-02,27,-0.20135635919234776,2,2
BAYVIEW,Portola,2023-03,31,-0.1912385503698829,3,2
BAYVIEW,Portola,2023-04,34,-0.18365019375303424,4,2
BAYVIEW,Portola,2023-05,20,-0.2190625246316613,5,4
BAYVIEW,Portola,2023-06,16,-0.22918033345412617,6,4
BAYVIEW,Portola,2023-07,27,-0.20135635919234776,7,2
BAYVIEW,Portola,2023-08,31,-0.1912385503698829,8,2
BAYVIEW,Portola,2023-09,34,-0.18365019375303424,9,2
BAYVIEW,Portola,2023-10,29,-0.19629745478111535,10,2
BAYVIEW,Portola,2023-11,26,-0.203885811397964,11,2
BAYVIEW,Portola,2023-12,36,-0.17859128934180182,12,2
BAYVIEW,Potrero Hill,2023-01,6,-0.25447485551028837,1,0
BAYVIEW,Potrero Hill,2023-02,2,-0.26459266433275325,2,0
BAYVIEW,Potrero Hill,2023-03,4,-0.2595337599215208,3,0
BAYVIEW,Potrero Hill,2023-04,5,-0.25700430771590455,4,0
BAYVIEW,Potrero Hill,2023-05,7,-0.25194540330467213,5,0
BAYVIEW,Potrero Hill,2023-06,1,-0.2671221165383694,6,0
BAYVIEW,Potrero Hill,2023-07,2,-0.26459266433275325,7,0
BAYVIEW,Potrero Hill,2023-08,5,-0.25700430771590455,8,0
BAYVIEW,Potrero Hill,2023-09,3,-0.262063212127137,9,0
BAYVIEW,Potrero Hill,2023-10,6,-0.25447485551028837,10,0
BAYVIEW,Potrero Hill,2023-11,4,-0.2595337599215208,11,0
BAYVIEW,Potrero Hill,2023-12,3,-0.262063212127137,12,0
CENTRAL,Chinatown,2023-01,5,-0.25700430771590455,1,0
CENTRAL,Chinatown,2023-02,4,-0.2595337599215208,2,0
CENTRAL,Chinatown,2023-03,6,-0.25447485551028837,3,0
CENTRAL,Chinatown,2023-04,3,-0.262063212127137,4,0
CENTRAL,Chinatown,2023-05,7,-0.25194540330467213,5,0
CENTRAL,Chinatown,2023-06,6,-0.25447485551028837,6,0
CENTRAL,Chinatown,2023-07,6,-0.25447485551028837,7,0
CENTRAL,Chinatown,2023-08,5,-0.25700430771590455,8,0
CENTRAL,Chinatown,2023-09,13,-0.2367686900709748,9,0
CENTRAL,Chinatown,2023-10,5,-0.25700430771590455,10,0
CENTRAL,Chinatown,2023-11,6,-0.25447485551028837,11,0
CENTRAL,Chinatown,2023-12,3,-0.262063212127137,12,0
CENTRAL,Financial District/South Beach,2023-01,64,-0.1077666275845477,1,3
CENTRAL,Financial District/South Beach,2023-02,44,-0.15835567169687206,2,3
CENTRAL,Financial District/South Beach,2023-03,79,-0.06982484450030443,3,3
CENTRAL,Financial District/South Beach,2023-04,76,-0.0774132011171531,4,3
CENTRAL,Financial District/South Beach,2023-05,54,-0.1330611496407099,5,3
CENTRAL,Financial District/South Beach,2023-06,74,-0.08247210552838553,6,3
CENTRAL,Financial District/South Beach,2023-07,44,-0.15835567169687206,7,3
CENTRAL,Financial District/South Beach,2023-08,58,-0.12294334081824501,8,3
CENTRAL,Financial District/South Beach,2023-09,46,-0.15329676728563962,9,3
CENTRAL,Financial District/South Beach,2023-10,67,-0.10017827096769906,10,3
CENTRAL,Financial District/South Beach,2023-11,79,-0.06982484450030443,11,3
CENTRAL,Financial District/South Beach,2023-12,85,-0.054648131266607135,12,3
CENTRAL,Nob Hill,2023-01,9,-0.2468864988934397,1,0
CENTRAL,Nob Hill,2023-02,5,-0.25700430771590455,2,0
CENTRAL,Nob Hill,2023-03,7,-0.25194540330467213,3,0
CENTRAL,Nob Hill,2023-04,5,-0.25700430771590455,4,0
CENTRAL,Nob Hill,2023-05,9,-0.2468864988934397,5,0
CENTRAL,Nob Hill,2023-06,4,-0.2595337599215208,6,0
CENTRAL,Nob Hill,2023-07,7,-0.25194540330467213,7,0
CENTRAL,Nob Hill,2023-08,7,-0.25194540330467213,8,0
CENTRAL,Nob Hill,2023-09,9,-0.2468864988934397,9,0
CENTRAL,Nob Hill,2023-10,5,-0.25700430771590455,10,0
CENTRAL,Nob Hill,2023-11,5,-0.25700430771590455,11,0
CENTRAL,Nob Hill,2023-12,9,-0.2468864988934397,12,0
CENTRAL,North Beach,2023-01,6,-0.25447485551028837,1,0
CENTRAL,North Beach,2023-02,11,-0.24182759448220725,2,0
CENTRAL,North Beach,2023-03,6,-0.25447485551028837,3,0
CENTRAL,North Beach,2023-04,3,-0.262063212127137,4,0
CENTRAL,North Beach,2023-05,10,-0.2443570466878235,5,0
CENTRAL,North Beach,2023-06,2,-0.26459266433275325,6,0
CENTRAL,North Beach,2023-07,5,-0.25700430771590455,7,0
CENTRAL,North Beach,2023-08,13,-0.2367686900709748,8,0
CENTRAL,North Beach,2023-09,13,-0.2367686900709748,9,0
CENTRAL,North Beach,2023-10,3,-0.262063212127137,10,0
CENTRAL,North Beach,2023-11,6,-0.25447485551028837,11,0
CENTRAL,North Beach,2023-12,5,-0.25700430771590455,12,0
CENTRAL,Russian Hill,2023-01,134,0.06929502680858754,1,2
CENTRAL,Russian Hill,2023-02,156,0.12494297533214434,2,2
CENTRAL,Russian Hill,2023-03,166,0.15023749738830652,3,2
CENTRAL,Russian Hill,2023-04,129,0.056647765780506454,4,2
CENTRAL,Russian Hill,2023-05,135,0.07182447901420376,5,2
CENTRAL,Russian Hill,2023-06,193,0.2185327069399444,6,4
CENTRAL,Russian Hill,2023-07,176,0.1755320194444687,7,4
CENTRAL,Russian Hill,2023-08,210,0.2615333944354201,8,4
CENTRAL,Russian Hill,2023-09,138,0.07941283563105242,9,2
CENTRAL,Russian Hill,2023-10,199,0.2337094201736417,10,4
CENTRAL,Russian Hill,2023-11,148,0.10470735768721459,11,2
CENTRAL,Russian Hill,2023-12,111,0.011117626079414534,12,2
CENTRAL,Tenderloin,2023-01,248,0.35765257824883634,1,4
CENTRAL,Tenderloin,2023-02,242,0.34247586501513905,2,4
CENTRAL,Tenderloin,2023-03,340,0.5903621811655284,3,1
CENTRAL,Tenderloin,2023-04,277,0.4310066922117067,4,1
CENTRAL,Tenderloin,2023-05,358,0.6358923208666203,5,1
CENTRAL,Tenderloin,2023-06,345,0.6030094421936095,6,1
CENTRAL,Tenderloin,2023-07,341,0.5928916333711446,7,1
CENTRAL,Tenderloin,2023-08,313,0.5220669716138905,8,1
CENTRAL,Tenderloin,2023-09,352,0.620715607632923,9,1
CENTRAL,Tenderloin,2023-10,308,0.5094197105858095,10,1
CENTRAL,Tenderloin,2023-11,289,0.4613601186791013,11,1
CENTRAL,Tenderloin,2023-12,302,0.49424299735211213,12,1
INGLESIDE,Bayview Hunters Point,2023-01,1,-0.2671221165383694,1,0
INGLESIDE,Bayview Hunters Point,2023-02,0,-0.26965156874398566,2,0
INGLESIDE,Bayview Hunters Point,2023-03,0,-0.26965156874398566,3,0
INGLESIDE,Bayview Hunters Point,2023-04,0,-0.26965156874398566,4,0
INGLESIDE,Bayview Hunters Point,2023-05,0,-0.26965156874398566,5,0
INGLESIDE,Bayview Hunters Point,2023-06,0,-0.26965156874398566,6,0
INGLESIDE,Bayview Hunters Point,2023-07,0,-0.26965156874398566,7,0
INGLESIDE,Bayview Hunters Point,2023-08,0,-0.26965156874398566,8,0
INGLESIDE,Bayview Hunters Point,2023-09,0,-0.26965156874398566,9,0
INGLESIDE,Bayview Hunters Point,2023-10,0,-0.26965156874398566,10,0
INGLESIDE,Bayview Hunters Point,2023-11,0,-0.26965156874398566,11,0
INGLESIDE,Bayview Hunters Point,2023-12,0,-0.26965156874398566,12,0
INGLESIDE,Bernal Heights,2023-01,43,-0.1608851239024883,1,1
INGLESIDE,Bernal Heights,2023-02,35,-0.18112074154741803,2,1
INGLESIDE,Bernal Heights,2023-03,24,-0.20894471580919644,3,2
INGLESIDE,Bernal Heights,2023-04,27,-0.20135635919234776,4,4
INGLESIDE,Bernal Heights,2023-05,23,-0.21147416801481264,5,2
INGLESIDE,Bernal Heights,2023-06,34,-0.18365019375303424,6,1
INGLESIDE,Bernal Heights,2023-07,34,-0.18365019375303424,7,1
INGLESIDE,Bernal Heights,2023-08,29,-0.19629745478111535,8,4
INGLESIDE,Bernal Heights,2023-09,33,-0.18617964595865047,9,1
INGLESIDE,Bernal Heights,2023-10,31,-0.1912385503698829,10,4
INGLESIDE,Bernal Heights,2023-11,26,-0.203885811397964,11,4
INGLESIDE,Bernal Heights,2023-12,40,-0.16847348051933694,12,1
INGLESIDE,Excelsior,2023-01,37,-0.1760618371361856,1,1
INGLESIDE,Excelsior,2023-02,53,-0.1355906018463261,2,3
INGLESIDE,Excelsior,2023-03,60,-0.11788443640701259,3,3
INGLESIDE,Excelsior,2023-04,38,-0.17353238493056938,4,1
INGLESIDE,Excelsior,2023-05,54,-0.1330611496407099,5,3
INGLESIDE,Excelsior,2023-06,24,-0.20894471580919644,6,2
INGLESIDE,Excelsior,2023-07,34,-0.18365019375303424,7,1
INGLESIDE,Excelsior,2023-08,49,-0.14570841066879098,8,3
INGLESIDE,Excelsior,2023-09,48,-0.14823786287440718,9,3
INGLESIDE,Excelsior,2023-10,53,-0.1355906018463261,10,3
INGLESIDE,Excelsior,2023-11,45,-0.15582621949125586,11,1
INGLESIDE,Excelsior,2023-12,32,-0.18870909816426668,12,4
INGLESIDE,Glen Park,2023-01,1,-0.2671221165383694,1,0
INGLESIDE,Glen Park,2023-02,1,-0.2671221165383694,2,0
INGLESIDE,Glen Park,2023-03,1,-0.2671221165383694,3,0
INGLESIDE,Glen Park,2023-04,0,-0.26965156874398566,4,0
INGLESIDE,Glen Park,2023-05,2,-0.26459266433275325,5,0
INGLESIDE,Glen Park,2023-06,2,-0.26459266433275325,6,0
INGLESIDE,Glen Park,2023-07,4,-0.2595337599215208,7,0
INGLESIDE,Glen Park,2023-08,3,-0.262063212127137,8,0
INGLESIDE,Glen Park,2023-09,3,-0.262063212127137,9,0
INGLESIDE,Glen Park,2023-10,1,-0.2671221165383694,10,0
INGLESIDE,Glen Park,2023-11,4,-0.2595337599215208,11,0
INGLESIDE,Glen Park,2023-12,0,-0.26965156874398566,12,0
INGLESIDE,McLaren Park,2023-01,20,-0.2190625246316613,1,2
INGLESIDE,McLaren Park,2023-02,20,-0.2190625246316613,2,2
INGLESIDE,McLaren Park,2023-03,18,-0.22412142904289373,3,2
INGLESIDE,McLaren Park,2023-04,21,-0.21653307242604508,4,2
INGLESIDE,McLaren Park,2023-05,29,-0.19629745478111535,5,4
INGLESIDE,McLaren Park,2023-06,44,-0.15835567169687206,6,1
INGLESIDE,McLaren Park,2023-07,36,-0.17859128934180182,7,1
INGLESIDE,McLaren Park,2023-08,23,-0.21147416801481264,8,2
INGLESIDE,McLaren Park,2023-09,26,-0.203885811397964,9,4
INGLESIDE,McLaren Park,2023-10,35,-0.18112074154741803,10,1
INGLESIDE,McLaren Park,2023-11,28,-0.19882690698673156,11,4
INGLESIDE,McLaren Park,2023-12,33,-0.18617964595865047,12,1
INGLESIDE,Noe Valley,2023-01,24,-0.20894471580919644,1,2
INGLESIDE,Noe Valley,2023-02,19,-0.22159197683727752,2,2
INGLESIDE,Noe Valley,2023-03,18,-0.22412142904289373,3,2
INGLESIDE,Noe Valley,2023-04,11,-0.24182759448220725,4,0
INGLESIDE,Noe Valley,2023-05,22,-0.21400362022042888,5,2
INGLESIDE,Noe Valley,2023-06,27,-0.20135635919234776,6,4
INGLESIDE,Noe Valley,2023-07,16,-0.22918033345412617,7,2
INGLESIDE,Noe Valley,2023-08,20,-0.2190625246316613,8,2
INGLESIDE,Noe Valley,2023-09,19,-0.22159197683727752,9,2
INGLESIDE,Noe Valley,2023-10,31,-0.1912385503698829,10,4
INGLESIDE,Noe Valley,2023-11,41,-0.1659440283137207,11,1
INGLESIDE,Noe Valley,2023-12,28,-0.19882690698673156,12,4
INGLESIDE,Oceanview/Merced/Ingleside,2023-01,2,-0.26459266433275325,1,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-02,0,-0.26965156874398566,2,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-03,0,-0.26965156874398566,3,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-04,0,-0.26965156874398566,4,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-05,3,-0.262063212127137,5,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-06,0,-0.26965156874398566,6,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-07,4,-0.2595337599215208,7,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-08,4,-0.2595337599215208,8,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-09,3,-0.262063212127137,9,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-10,1,-0.2671221165383694,10,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-11,5,-0.25700430771590455,11,0
INGLESIDE,Oceanview/Merced/Ingleside,2023-12,0,-0.26965156874398566,12,0
INGLESIDE,Outer Mission,2023-01,18,-0.22412142904289373,1,2
INGLESIDE,Outer Mission,2023-02,19,-0.22159197683727752,2,2
INGLESIDE,Outer Mission,2023-03,21,-0.21653307242604508,3,2
INGLESIDE,Outer Mission,2023-04,25,-0.2064152636035802,4,4
INGLESIDE,Outer Mission,2023-05,17,-0.22665088124850996,5,2
INGLESIDE,Outer Mission,2023-06,14,-0.2342392378653586,6,2
INGLESIDE,Outer Mission,2023-07,19,-0.22159197683727752,7,2
INGLESIDE,Outer Mission,2023-08,38,-0.17353238493056938,8,1
INGLESIDE,Outer Mission,2023-09,18,-0.22412142904289373,9,2
INGLESIDE,Outer Mission,2023-10,24,-0.20894471580919644,10,2
INGLESIDE,Outer Mission,2023-11,23,-0.21147416801481264,11,2
INGLESIDE,Outer Mission,2023-12,23,-0.21147416801481264,12,2
INGLESIDE,Portola,2023-01,4,-0.2595337599215208,1,0
INGLESIDE,Portola,2023-02,5,-0.25700430771590455,2,0
INGLESIDE,Portola,2023-03,5,-0.25700430771590455,3,0
INGLESIDE,Portola,2023-04,10,-0.2443570466878235,4,0
INGLESIDE,Portola,2023-05,6,-0.25447485551028837,5,0
INGLESIDE,Portola,2023-06,6,-0.25447485551028837,6,0
INGLESIDE,Portola,2023-07,8,-0.2494159510990559,7,0
INGLESIDE,Portola,2023-08,11,-0.24182759448220725,8,0
INGLESIDE,Portola,2023-09,6,-0.25447485551028837,9,0
INGLESIDE,Portola,2023-10,6,-0.25447485551028837,10,0
INGLESIDE,Portola,2023-11,7,-0.25194540330467213,11,0
INGLESIDE,Portola,2023-12,6,-0.25447485551028837,12,0
INGLESIDE,Twin Peaks,2023-01,0,-0.26965156874398566,1,0
INGLESIDE,Twin Peaks,2023-02,0,-0.26965156874398566,2,0
INGLESIDE,Twin Peaks,2023-03,0,-0.26965156874398566,3,0
INGLESIDE,Twin Peaks,2023-04,0,-0.26965156874398566,4,0
INGLESIDE,Twin Peaks,2023-05,0,-0.26965156874398566,5,0
INGLESIDE,Twin Peaks,2023-06,0,-0.26965156874398566,6,0
INGLESIDE,Twin Peaks,2023-07,0,-0.26965156874398566,7,0
INGLESIDE,Twin Peaks,2023-08,1,-0.2671221165383694,8,0
INGLESIDE,Twin Peaks,2023-09,0,-0.26965156874398566,9,0
INGLESIDE,Twin Peaks,2023-10,0,-0.26965156874398566,10,0
INGLESIDE,Twin Peaks,2023-11,0,-0.26965156874398566,11,0
INGLESIDE,Twin Peaks,2023-12,0,-0.26965156874398566,12,0
INGLESIDE,Visitacion Valley,2023-01,1,-0.2671221165383694,1,0
INGLESIDE,Visitacion Valley,2023-02,3,-0.262063212127137,2,0
INGLESIDE,Visitacion Valley,2023-03,7,-0.25194540330467213,3,0
INGLESIDE,Visitacion Valley,2023-04,3,-0.262063212127137,4,0
INGLESIDE,Visitacion Valley,2023-05,2,-0.26459266433275325,5,0
INGLESIDE,Visitacion Valley,2023-06,5,-0.25700430771590455,6,0
INGLESIDE,Visitacion Valley,2023-07,6,-0.25447485551028837,7,0
INGLESIDE,Visitacion Valley,2023-08,7,-0.25194540330467213,8,0
INGLESIDE,Visitacion Valley,2023-09,4,-0.2595337599215208,9,0
INGLESIDE,Visitacion Valley,2023-10,6,-0.25447485551028837,10,0
INGLESIDE,Visitacion Valley,2023-11,1,-0.2671221165383694,11,0
INGLESIDE,Visitacion Valley,2023-12,2,-0.26459266433275325,12,0
INGLESIDE,West of Twin Peaks,2023-01,2,-0.26459266433275325,1,0
INGLESIDE,West of Twin Peaks,2023-02,3,-0.262063212127137,2,0
INGLESIDE,West of Twin Peaks,2023-03,1,-0.2671221165383694,3,0
INGLESIDE,West of Twin Peaks,2023-04,4,-0.2595337599215208,4,0
INGLESIDE,West of Twin Peaks,2023-05,3,-0.262063212127137,5,0
INGLESIDE,West of Twin Peaks,2023-06,3,-0.262063212127137,6,0
INGLESIDE,West of Twin Peaks,2023-07,2,-0.26459266433275325,7,0
INGLESIDE,West of Twin Peaks,2023-08,3,-0.262063212127137,8,0
INGLESIDE,West of Twin Peaks,2023-09,3,-0.262063212127137,9,0
INGLESIDE,West of Twin Peaks,2023-10,4,-0.2595337599215208,10,0
INGLESIDE,West of Twin Peaks,2023-11,2,-0.26459266433275325,11,0
INGLESIDE,West of Twin Peaks,2023-12,2,-0.26459266433275325,12,0
MISSION,Bernal Heights,2023-01,0,-0.26965156874398566,1,1
MISSION,Bernal Heights,2023-02,0,-0.26965156874398566,2,1
MISSION,Bernal Heights,2023-03,0,-0.26965156874398566,3,1
MISSION,Bernal Heights,2023-04,0,-0.26965156874398566,4,1
MISSION,Bernal Heights,2023-05,0,-0.26965156874398566,5,1
MISSION,Bernal Heights,2023-06,0,-0.26965156874398566,6,1
